367855	172-in-addr	arpa	1
367856	addr	arpa	1
367857	amphic	arpa	1
367858	beta	arpa	1
367859	callic	arpa	1
367860	ch	arpa	1
367861	d	arpa	1
367862	home	arpa	7
367863	iana	arpa	1
367907	local	arpa	1
367908	nic	arpa	1
48987160	1-20media	coop	1
48987161	134	coop	1
48987162	19	coop	4
48987163	1strochdale	coop	1
48987164	2012	coop	4
48987165	2012intlsummit	coop	1
48987166	2147mans	coop	1
48987167	21stcentury	coop	1
48987168	2decologico	coop	1
48987169	2im	coop	1
48987170	2r2c	coop	1
48987171	3-c	coop	2
48987172	3cross	coop	1
48987173	3itech	coop	1
48987174	3mules	coop	2
48987175	3rdway	coop	1
48987176	3riversfood	coop	1
48987177	40square	coop	2
48987178	4thtap	coop	1
48987179	6tell	coop	1
48987180	7	coop	2
48987181	74	coop	1
48987182	7principles	coop	1
48987183	7title	coop	1
48987184	888	coop	1
48987185	8thday	coop	1
48987186	a2a	coop	1
48987187	a2zprobateresearch	coop	1
48987188	aaccu	coop	2
48987189	aafcu4u	coop	1
48987190	abacus	coop	5
48987191	abcul	coop	1
48987192	abculacademy	coop	1
48987193	abculscotland	coop	1
48987194	aberdeenfcu	coop	1
48987195	aberdenfcu	coop	1
48987196	abiertomadrid	coop	1
48987197	abilenefcu	coop	1
48987198	abitare	coop	1
48987199	abitaresostenibile	coop	1
48987200	abpv	coop	1
48987201	abr	coop	1
48987202	abrahamrosapr	coop	1
48987203	abunchofhacks	coop	1
48987204	abundance	coop	4
48987205	abundantearth	coop	1
48987206	academy	coop	1
48987207	acadiacinema	coop	1
48987208	acasalud	coop	1
48987209	acba	coop	1
48987210	acca	coop	1
48987211	accematic	coop	1
48987212	access	coop	1
48987213	accessne	coop	1
48987214	accesspoint	coop	4
48987215	accion	coop	1
48987216	acco	coop	1
48987217	accountancy	coop	1
48987218	ace	coop	1
48987219	acec	coop	1
48987220	aceitedeolivavirgenextra	coop	1
48987221	acero	coop	1
48987222	aces	coop	1
48987223	acfsmc	coop	1
48987224	aci	coop	1
48987225	aciamericas	coop	1
48987226	acidigital	coop	1
48987227	aciutatinvisible	coop	1
48987228	acocomet	coop	1
48987229	acomi	coop	2
48987230	acooa	coop	1
48987231	acprogram	coop	1
48987232	acrec	coop	2
48987233	acsb	coop	1
48987234	acteas	coop	1
48987235	action	coop	1
48987236	activa	coop	1
48987237	actonclimate	coop	1
48987238	actua-servicios	coop	1
48987239	actua	coop	1
48987240	actuaconsop	coop	1
48987241	actuasccl	coop	1
48987242	acu	coop	1
48987243	acul	coop	1
48987244	acyl	coop	1
48987245	ad-coop	coop	1
48987246	ada	coop	3
48987247	adamsec	coop	4
48987248	adamselectric	coop	3
48987249	adc	coop	1
48987250	adcbank	coop	2
48987251	addme	coop	2
48987252	adf	coop	1
48987253	adr	coop	1
48987254	adullact-projet	coop	1
48987255	advantage	coop	1
48987256	adventure	coop	1
48987257	adw	coop	1
48987258	aec	coop	1
48987259	aecu	coop	1
48987260	aefcu	coop	1
48987261	aegir	coop	2
48987262	aei	coop	3
48987263	aelia	coop	1
48987264	aemc	coop	3
48987265	aepco	coop	1
48987266	aer	coop	5
48987267	aerospaceconference	coop	1
48987268	aevatar	coop	1
48987269	afascl	coop	20
48987270	afdr	coop	1
48987271	afs	coop	1
48987272	agaca	coop	1
48987273	agaric	coop	1
48987274	agcentral	coop	1
48987275	agciagrital	coop	1
48987276	agence-grenelle-environnement	coop	1
48987277	agence-public	coop	1
48987278	agence	coop	1
48987279	agencecvm	coop	1
48987280	agency-public	coop	1
48987281	agency	coop	2
48987282	agenergy	coop	1
48987283	agile	coop	2
48987284	agirandco	coop	1
48987285	agiraveclecreditcooperatif	coop	1
48987286	agland	coop	1
48987287	agora-club	coop	1
48987288	agrabase	coop	2
48987289	agralite	coop	1
48987290	agranel	coop	1
48987291	agrariavalles	coop	1
48987292	agresta	coop	1
48987293	agrial	coop	1
48987294	agriconfiance	coop	1
48987295	agriculture-cooperative	coop	1
48987296	agriculture-my	coop	1
48987297	agrihub	coop	2
48987298	agrimark	coop	1
48987299	agris	coop	2
48987300	agrissolar	coop	1
48987301	agriteam	coop	1
48987302	agrivoix	coop	1
48987303	agro-alimentarias	coop	3
48987304	agroalimentacion	coop	1
48987305	agroalimentarias-andalucia	coop	4
48987306	agroalimentarias-sevilla	coop	1
48987307	agroalimentarias	coop	1
48987308	agroalimentariasclm	coop	4
48987309	agroenergy	coop	1
48987310	agrofinca	coop	1
48987311	agropithiviers	coop	1
48987312	agrupados	coop	1
48987313	agvalley	coop	1
48987314	ahcu	coop	1
48987315	ahec	coop	1
48987316	ahfc	coop	1
48987317	ahm	coop	1
48987318	ahoy	coop	1
48987319	aibc-es	coop	1
48987320	aibc	coop	1
48987321	aiec	coop	2
48987322	aigua	coop	1
48987323	aiguasol	coop	2
48987324	aion	coop	1
48987325	air	coop	2
48987326	airs	coop	1
48987327	aisse	coop	1
48987328	ajeec-nisped	coop	1
48987329	akane	coop	1
48987330	akita-kita	coop	1
48987331	akita	coop	1
48987332	akumandiri	coop	1
48987333	akwaba	coop	2
48987334	alabama	coop	1
48987335	alabamaliving	coop	1
48987336	alamemoirede	coop	1
48987337	alanrobb	coop	1
48987338	albera	coop	1
48987339	alberta	coop	1
48987340	albertagrocery	coop	1
48987341	alchemist	coop	1
48987342	aldea	coop	1
48987343	alec	coop	1
48987344	alencop	coop	2
48987345	alexlaidlaw	coop	1
48987346	alfalfaelectric	coop	1
48987347	alhambracu	coop	1
48987348	alianza	coop	1
48987349	alianzacooperativa	coop	1
48987350	alicoop	coop	1
48987351	alivecu	coop	1
48987352	all	coop	1
48987353	alleganyharvest	coop	1
48987354	alleghenysolar	coop	1
48987355	alles-meins	coop	1
48987356	alles	coop	1
48987357	allianceone	coop	2
48987358	alliances	coop	1
48987359	allied	coop	1
48987360	allpoints	coop	1
48987361	allthingslocal	coop	1
48987362	almenara	coop	1
48987363	alpha	coop	1
48987364	alsace	coop	1
48987365	altereco	coop	1
48987366	alterincub-lr	coop	1
48987367	alterincub	coop	1
48987368	altermonde	coop	1
48987369	alterna-coop	coop	1
48987370	alterna	coop	1
48987371	alternativaseconomcias	coop	1
48987372	alternativaseconomicas	coop	3
48987373	alternativefood	coop	1
48987374	alternatives	coop	1
48987375	altgen	coop	1
48987376	altur	coop	1
48987377	alunburgeassociates	coop	1
48987378	alveare	coop	1
48987379	alveo	coop	1
48987380	alveole	coop	1
48987381	alveus	coop	1
48987382	ama	coop	5
48987383	amac	coop	1
48987384	amagasaki	coop	1
48987385	amalgamated-bronx	coop	1
48987386	amaterra	coop	2
48987387	ambra-sociale	coop	1
48987388	amec	coop	1
48987389	amenagement	coop	1
48987390	american	coop	1
48987391	ametis	coop	1
48987392	amherstfood	coop	1
48987393	amicus	coop	1
48987394	amie	coop	6
48987395	amp	coop	1
48987396	amul	coop	2
48987397	anacaph	coop	1
48987398	analog	coop	1
48987399	ancab	coop	1
48987400	ancalega	coop	1
48987401	anchordevelopment	coop	1
48987402	angkasa	coop	4
48987403	angusbroadband	coop	1
48987404	anima	coop	1
48987405	animaweb	coop	1
48987406	animorph	coop	1
48987407	antalya2015	coop	1
48987408	anticorps	coop	1
48987409	antigone	coop	1
48987410	anyshare	coop	8
48987411	aomori	coop	1
48987412	aorta	coop	1
48987413	apache	coop	1
48987414	apex	coop	1
48987415	api	coop	1
48987416	apoio	coop	1
48987417	aporta	coop	1
48987418	aposta	coop	1
48987419	apostrof	coop	1
48987420	app	coop	1
48987421	appalaches	coop	1
48987422	appalachianelectric	coop	1
48987423	appalachianfederal	coop	1
48987424	appgmutuals	coop	1
48987425	applachianelectic	coop	1
48987426	applecleaning	coop	1
48987427	applestreetmarket	coop	1
48987428	aquo	coop	1
48987429	aracoop	coop	1
48987430	aragon	coop	1
48987431	aralia	coop	1
48987432	aran	coop	1
48987433	arazi	coop	1
48987434	arbequina	coop	1
48987435	arboris	coop	1
48987436	arc	coop	2
48987437	arca	coop	1
48987438	arcadia	coop	1
48987439	arccoop	coop	2
48987440	arccop	coop	1
48987441	archicoop	coop	1
48987442	archifoor	coop	1
48987443	archive	coop	1
48987444	arcobaleno	coop	1
48987445	arcoop	coop	1
48987446	arctec	coop	1
48987447	arctic	coop	1
48987448	areapower	coop	2
48987449	areasociale	coop	1
48987450	arecc	coop	1
48987451	aresbipiemme	coop	1
48987452	argan	coop	1
48987453	argyllsmallwoods	coop	1
48987454	ari	coop	1
48987455	aria	coop	1
48987456	arianna	coop	1
48987457	arielguarco	coop	2
48987458	arizmendi	coop	4
48987459	arizmendibakery	coop	1
48987460	arizona	coop	1
48987461	arkansassuperiorfcu	coop	1
48987462	arkenova	coop	1
48987463	arkvalley	coop	1
48987464	armadilla	coop	1
48987465	armoniaservice	coop	1
48987466	armstrong	coop	1
48987467	arqbag	coop	1
48987468	arrocharhydro	coop	1
48987469	arroscredit	coop	1
48987470	arrowhead	coop	1
48987471	artbev	coop	5
48987472	artefact	coop	1
48987473	artefacts	coop	8
48987474	artemus	coop	2
48987475	artenreel	coop	1
48987476	artere	coop	1
48987477	artery	coop	1
48987478	artisansadomicile	coop	1
48987479	arttheater	coop	1
48987480	arttheatre	coop	1
48987481	artzone	coop	2
48987482	asccommpc	coop	1
48987483	ascoop	coop	3
48987484	ascoopempresarial	coop	1
48987485	asfcu	coop	2
48987486	ash	coop	2
48987487	ashlandfood	coop	2
48987488	asiapro	coop	1
48987489	asilisacco	coop	2
48987490	asmarterchoice	coop	1
48987491	asocoopmayo	coop	1
48987492	asocoph	coop	1
48987493	assabetvillage	coop	1
48987494	astera	coop	4
48987495	astoria	coop	1
48987496	asturias	coop	1
48987497	ataraxia	coop	1
48987498	ateliersvelo	coop	3
48987499	ateneulh	coop	1
48987500	athreadofhope	coop	1
48987501	atlanticcity	coop	1
48987502	atlantictowers	coop	1
48987503	atomised	coop	1
48987504	atria	coop	1
48987505	ats	coop	1
48987506	atticuslaw	coop	1
48987507	atxhs	coop	1
48987508	aula	coop	2
48987509	aura	coop	1
48987510	auria	coop	1
48987511	aurora	coop	1
48987512	auroragroup	coop	1
48987513	auroraseconda	coop	1
48987514	austea	coop	1
48987515	austincooperatives	coop	1
48987516	australia	coop	1
48987517	australia2012	coop	1
48987518	autociti	coop	1
48987519	autogestion	coop	1
48987520	automobile	coop	1
48987521	autonomie	coop	2
48987522	autonomy	coop	1
48987523	avalanche	coop	1
48987524	avancop	coop	1
48987525	avant-premieres	coop	1
48987526	avanza	coop	1
48987527	avenir	coop	1
48987528	avocado	coop	1
48987529	avoncda	coop	1
48987530	awel	coop	1
48987531	ayccolanta	coop	1
48987532	ayedosdemayo	coop	1
48987533	azalea	coop	1
48987534	azcreditunions	coop	1
48987535	azgcec	coop	1
48987536	azgt	coop	2
48987537	azimut360	coop	1
48987538	azwyt	coop	1
48987539	b-a-bo	coop	1
48987540	badivencoop	coop	1
48987541	balance	coop	1
48987542	bamford	coop	2
48987543	bamulnandini	coop	1
48987544	banasdairy	coop	3
48987545	bancocrediccop	coop	1
48987546	bancocredicoop	coop	3
48987547	bankofthecommons	coop	3
48987548	banque-solidarites	coop	1
48987549	bantugpmpc	coop	1
48987550	banyanproject	coop	1
48987551	bar	coop	1
48987552	barbazampc	coop	1
48987553	barcelectric	coop	1
48987554	bareport	coop	1
48987555	barichufcs	coop	1
48987556	barossa	coop	1
48987557	barret	coop	1
48987558	bartlettec	coop	2
48987559	barun	coop	1
48987560	barycentro	coop	1
48987561	bast	coop	1
48987562	bathtubrowbrewing	coop	1
48987563	bati-premieres	coop	1
48987564	bayercu	coop	1
48987565	baywind	coop	1
48987566	bbl	coop	1
48987567	bca	coop	1
48987568	bcc	coop	1
48987569	bcca	coop	3
48987570	bccm	coop	3
48987571	bccn	coop	1
48987572	bcco	coop	1
48987573	bcfcu	coop	1
48987574	bch	coop	1
48987575	bchs	coop	1
48987576	bcics	coop	1
48987577	bcmpc	coop	1
48987578	bcn	coop	1
48987579	bcp	coop	1
48987580	bcs	coop	1
48987581	bdcu	coop	1
48987582	bdec	coop	1
48987583	bdx	coop	1
48987584	beapi	coop	1
48987585	beatthepeak	coop	1
48987586	beaufort	coop	6
48987587	beavercreek	coop	1
48987588	bec	coop	1
48987589	becolleges	coop	1
48987590	bedsmusic	coop	1
48987591	bee	coop	1
48987592	beechhill	coop	1
48987593	beechwood	coop	1
48987594	beehive	coop	1
48987595	beer	coop	1
48987596	belchford	coop	1
48987597	belfast	coop	1
48987598	benco	coop	1
48987599	berkeleyelectric	coop	1
48987600	berkshire	coop	2
48987601	berryroadfood	coop	2
48987602	bes	coop	1
48987603	bestormsmart	coop	1
48987604	bestrewardcu	coop	1
48987605	besustainable	coop	1
48987606	beta	coop	1
48987607	betea	coop	1
48987608	bethexfcu	coop	1
48987609	bethlehemfood	coop	1
48987610	bethpage	coop	2
48987611	bethpagefcu	coop	1
48987612	beyondbroadband	coop	1
48987613	beyondcare	coop	1
48987614	beyondthepeel	coop	1
48987615	bga	coop	1
48987616	bhec	coop	1
48987617	bhive	coop	1
48987618	bhutan	coop	1
48987619	biantik	coop	1
48987620	bib	coop	1
48987621	biblclot	coop	1
48987622	biblioteca	coop	1
48987623	bibx	coop	1
48987624	biciclot	coop	1
48987625	bicyclaide	coop	1
48987626	biennale	coop	1
48987627	bigband-image-et-son	coop	1
48987628	bigcountry	coop	1
48987629	bigre	coop	1
48987630	bigsocietybroadband	coop	1
48987631	bigtreeorganic	coop	1
48987632	bil	coop	1
48987633	bingwasacco	coop	1
48987634	biocoop-lunel	coop	1
48987635	biocoop	coop	1
48987636	biodiesel	coop	1
48987637	biodiesle	coop	1
48987638	biofuel	coop	1
48987639	biofuels	coop	5
48987640	biography	coop	1
48987641	biolocaux	coop	3
48987642	biolord	coop	1
48987643	biomassenergy	coop	1
48987644	biopharma	coop	1
48987645	bioregen	coop	1
48987646	bioviveo	coop	1
48987647	bisontinedecouverture	coop	1
48987648	bistroinvivo	coop	1
48987649	bit	coop	3
48987650	bits	coop	1
48987651	bizconnections	coop	1
48987652	bizunite	coop	1
48987653	blachlylane	coop	1
48987654	blackbear	coop	1
48987655	blackcat	coop	1
48987656	blackfern	coop	1
48987657	blackriver	coop	2
48987658	blackstar	coop	1
48987659	blank	coop	1
48987660	bleuouvert	coop	1
48987661	blitz	coop	1
48987662	blog	coop	1
48987663	blogs	coop	2
48987664	bloomingfoods	coop	3
48987665	bluebonnet	coop	1
48987666	bluebonneteelectric	coop	1
48987667	bluebonnetelectric	coop	3
48987668	bluehawk	coop	2
48987669	bluehill	coop	1
48987670	bluenose	coop	1
48987671	blueriddle	coop	1
48987672	blueridge	coop	2
48987673	bluescorcher	coop	1
48987674	bluff	coop	1
48987675	bmfc	coop	1
48987676	bmwe	coop	1
48987677	bo	coop	1
48987678	boise	coop	1
48987679	boisfrancs	coop	1
48987680	boiterecette	coop	1
48987681	bonds	coop	1
48987682	bonfire	coop	1
48987683	boni	coop	1
48987684	bonnevalbeauceetperche	coop	1
48987685	bonuschecking	coop	1
48987686	bookkeeping	coop	1
48987687	bookstore	coop	1
48987688	booneeklectric	coop	1
48987689	booneelectric	coop	2
48987690	boost	coop	1
48987691	borderag	coop	2
48987692	boston	coop	1
48987693	boulder	coop	1
48987694	boundarybrewing	coop	1
48987695	boundless	coop	1
48987696	bountifuelenergies	coop	1
48987697	bourgeois-grandpublic	coop	1
48987698	bourgeois	coop	1
48987699	bourgognedusud	coop	1
48987700	bournscu	coop	1
48987701	bowiecassaction	coop	1
48987702	boyndie	coop	1
48987703	bozo	coop	1
48987704	bpl	coop	2
48987705	branding	coop	1
48987706	brattleborofoodcoop	coop	1
48987707	brave	coop	1
48987708	bravetheshave	coop	3
48987709	breadandroses	coop	1
48987710	breadhive	coop	1
48987711	brec	coop	1
48987712	brewers	coop	1
48987713	brewing	coop	2
48987714	briarpatch	coop	2
48987715	briatpatch	coop	1
48987716	brid	coop	2
48987717	brierwood	coop	1
48987718	brightenergy	coop	1
48987719	brightly	coop	1
48987720	brighton-compost	coop	1
48987721	brinquedoseguro	coop	1
48987722	bristolenergy	coop	2
48987723	bristolpower	coop	1
48987724	brixtonenergy	coop	1
48987725	broadband-uk	coop	1
48987726	broadband	coop	1
48987727	broadfork	coop	1
48987728	broadriverelectric	coop	1
48987729	brooklyn	coop	1
48987730	browncountyrea	coop	2
48987731	brownhill	coop	1
48987732	brpower	coop	2
48987733	brrea	coop	1
48987734	brs	coop	1
48987735	bsc	coop	8
48987736	bscaa	coop	1
48987737	buckeyerec	coop	2
48987738	buckingham	coop	1
48987739	buildingabetterworldnow	coop	1
48987740	buildingcommunityassets	coop	1
48987741	buozzi	coop	1
48987742	burlingtonbeerworks	coop	1
48987743	buseco	coop	1
48987744	bushwick	coop	1
48987745	business-succession	coop	1
48987746	businessservices	coop	1
48987747	butler	coop	3
48987748	butlerrec	coop	1
48987749	butlerrural	coop	2
48987750	buy	coop	1
48987751	buynest	coop	3
48987752	buypoint	coop	1
48987753	bvea	coop	1
48987754	bvr	coop	1
48987755	bwce	coop	1
48987756	byelectric	coop	1
48987757	c-o-m-b-i-n-e	coop	1
48987758	c2a	coop	1
48987759	ca	coop	1
48987760	cabal	coop	4
48987761	cabep	coop	1
48987762	cabot	coop	1
48987763	cabotcelebritycruise	coop	1
48987764	cabotcheese	coop	12
48987765	cabotcommunitytour	coop	1
48987766	cabotcreamery	coop	3
48987767	cabra	coop	1
48987768	cac	coop	1
48987769	cac2012	coop	1
48987770	cac68	coop	1
48987771	caceenp	coop	1
48987772	cacef	coop	1
48987773	cacehnrl	coop	1
48987774	cacfimm	coop	1
48987775	cacil	coop	3
48987776	cacsi	coop	1
48987777	caddoelectric	coop	1
48987778	cadegas	coop	1
48987779	cades	coop	1
48987780	cadm	coop	1
48987781	cae22	coop	2
48987782	cae29	coop	1
48987783	cae35	coop	1
48987784	caec	coop	1
48987785	caecaccess	coop	1
48987786	caes	coop	1
48987787	cafe	coop	1
48987788	cafedemar	coop	1
48987789	cafekino	coop	1
48987790	cafemichel	coop	1
48987791	cairo	coop	1
48987792	cais	coop	1
48987793	caissesolidaire	coop	4
48987794	cajasalianza	coop	2
48987795	cajaunio	coop	1
48987796	cajaunion	coop	3
48987797	cajayanga	coop	1
48987798	cak	coop	1
48987799	cal	coop	1
48987800	calame	coop	1
48987801	calhounrec	coop	1
48987802	calidoscoop	coop	1
48987803	callcenter	coop	1
48987804	calp	coop	1
48987805	calverts	coop	1
48987806	cam	coop	2
48987807	camba	coop	5
48987808	camif	coop	1
48987809	caminonatural	coop	1
48987810	caminos	coop	1
48987811	camp	coop	1
48987812	campaign	coop	1
48987813	campfire	coop	1
48987814	campus	coop	1
48987815	campuscooperatives	coop	1
48987816	can	coop	1
48987817	canada	coop	1
48987818	canada2012	coop	1
48987819	canadianpublishers	coop	1
48987820	canadianworker	coop	1
48987821	canapro	coop	2
48987822	candelcoop	coop	1
48987823	candlecoop	coop	1
48987824	canopy	coop	1
48987825	cantiere	coop	1
48987826	cantrusthosting	coop	1
48987827	canyoncounty	coop	1
48987828	canyouseeme	coop	1
